eq,chi,obj
HO(21) + C2H3O(348) = S(575),"AMChI=1/C2H4O2/c3-1-2-4/h2-3H,1H2/k3-1/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-5: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  3-7: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7]
products keys:
- [3, 2, 4, 0, 7, 5, 6, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C2H3O(348) = S(576),"AMChI=1/C2H4O2/c1-2-4-3/h2-3H,1H2/k4-3/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-4: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-5: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  3-7: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7]
products keys:
- [2, 3, 0, 4, 5, 6, 7, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C2H3O(571) = S(648),"AMChI=1/C2H4O2/c1-2(3)4/h3H,1H3/k3-2/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-3: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-5: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  2-7: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7]
products keys:
- [2, 3, 0, 4, 5, 6, 7, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C2H3O(571) = S(648),"AMChI=1/C2H4O2/c1-2-3-5-4-2/h1H3/k3-2,5-4/f5-3/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-4: {order: 1, stereo_parity: null}
  0-5: {order: 1, stereo_parity: null}
  0-6: {order: 1, stereo_parity: null}
  1-2: {order: 1, stereo_parity: null}
  1-3: {order: 0.1, stereo_parity: null}
  2-7: {order: 0.1, stereo_parity: null}
  3-7: {order: 0.9, stereo_parity: null}
reactants keys:
- [3, 7]
- [0, 1, 2, 4, 5, 6]
products keys:
- [0, 1, 2, 3, 4, 5, 6, 7]
reaction class: insertion
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C2H4(37) = C2H5O(259),"AMChI=1/C2H5O/c1-2-3/h3H,1-2H2/k3-2/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-4: {order: 1, stereo_parity: null}
  2-5: {order: 1, stereo_parity: null}
  3-6: {order: 1, stereo_parity: null}
  3-7: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7]
products keys:
- [3, 2, 0, 6, 7, 4, 5, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C2H5(112) = CCO(839),"AMChI=1/C2H6O/c2-1-3/h3H,1H2,2H3/k3-1/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-4: {order: 1, stereo_parity: null}
  2-5: {order: 1, stereo_parity: null}
  3-6: {order: 1, stereo_parity: null}
  3-7: {order: 1, stereo_parity: null}
  3-8: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7, 8]
products keys:
- [3, 2, 0, 6, 7, 8, 4, 5, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C2H5O(259) = OCCO(840),"AMChI=1/C2H6O2/c3-1-2-4/h3-4H,1-2H2/k3-1/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-5: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  3-7: {order: 1, stereo_parity: null}
  3-8: {order: 1, stereo_parity: null}
  4-9: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7, 8, 9]
products keys:
- [2, 3, 0, 4, 5, 6, 7, 8, 1, 9]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C2H5O(634) = CCOO(865),"AMChI=1/C2H6O2/c1-2-4-3/h3H,2H2,1H3/k4-3/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-4: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-5: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  2-7: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  3-8: {order: 1, stereo_parity: null}
  3-9: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7, 8, 9]
products keys:
- [2, 3, 0, 4, 5, 6, 7, 9, 8, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C3H3(38) = C#CCO(255),"AMChI=1/C3H4O/c1-3-2-4/h1,4H,2H2/k4-2/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-3: {order: 0.1, stereo_parity: null}
  2-4: {order: 1, stereo_parity: null}
  2-5: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  3-6: {order: 1, stereo_parity: null}
  3-7: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7]
products keys:
- [2, 4, 3, 0, 5, 6, 7, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C3H3(38) = C3H4O(256),"AMChI=1/C3H4O/c2-3-1-4/h1,4H,2H2/k4-1/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 0.1, stereo_parity: null}
  2-4: {order: 1, stereo_parity: null}
  2-5: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  3-6: {order: 1, stereo_parity: null}
  3-7: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7]
products keys:
- [3, 4, 2, 0, 6, 7, 5, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C3H3O(262) = S(258),"AMChI=1/C3H4O2/c1-2-3-5-4/h3-4H,1H2/k5-4/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-5: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  2-7: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  4-5: {order: 1, stereo_parity: null}
  4-8: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7, 8]
products keys:
- [2, 3, 4, 0, 5, 6, 7, 8, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C3H3O(262) = S(477),"AMChI=1/C3H4O2/c1-2(4)3-5/h3-4H,1H2/k4-2/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-3: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  2-7: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  4-5: {order: 1, stereo_parity: null}
  4-8: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7, 8]
products keys:
- [2, 4, 3, 5, 0, 6, 7, 8, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C3H3O(268) = S(257),"AMChI=1/C3H4O2/c1-2-3-5-4/h1,4H,3H2/k5-4/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-5: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  4-5: {order: 1, stereo_parity: null}
  4-7: {order: 1, stereo_parity: null}
  4-8: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7, 8]
products keys:
- [2, 3, 4, 0, 5, 6, 7, 8, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C3H3O(474) = S(1715),AMChI=1/C3H4O2/c4-1-2-3-5/h1-4H/k4-1/r1,"atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  3-7: {order: 1, stereo_parity: null}
  4-5: {order: 1, stereo_parity: null}
  4-8: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7, 8]
products keys:
- [3, 2, 4, 0, 5, 7, 6, 8, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C3H3O(474) = S(1715),"AMChI=1/C3H4O2/c1-2-3-5-6-4-1/h1-3H/k4-1,6-5/f6-4/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-5: {order: 1, stereo_parity: null}
  1-3: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  2-4: {order: 0.1, stereo_parity: null}
  2-7: {order: 1, stereo_parity: null}
  3-8: {order: 0.1, stereo_parity: null}
  4-8: {order: 0.9, stereo_parity: null}
reactants keys:
- [4, 8]
- [2, 0, 1, 3, 7, 5, 6]
products keys:
- [0, 1, 2, 3, 4, 5, 6, 7, 8]
reaction class: insertion
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C3H3O(475) = S(1716),"AMChI=1/C3H4O2/c4-1-3-2-5/h3-4H,1H2/k4-1/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  2-7: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  3-8: {order: 1, stereo_parity: null}
  4-5: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7, 8]
products keys:
- [3, 2, 4, 0, 5, 8, 6, 7, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
HO(21) + C3H3O(475) = S(2644),"AMChI=1/C3H4O2/c1-3-2(4)5/h3-4H,1H2/k4-2/r1","atoms:
  0: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-4: {order: 0.1, stereo_parity: null}
  2-3: {order: 1, stereo_parity: null}
  2-6: {order: 1, stereo_parity: null}
  2-7: {order: 1, stereo_parity: null}
  3-4: {order: 1, stereo_parity: null}
  3-8: {order: 1, stereo_parity: null}
  4-5: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1]
- [2, 3, 4, 5, 6, 7, 8]
products keys:
- [2, 3, 4, 0, 5, 6, 7, 8, 1]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
