eq,rate
O2(4) + C5H7O(76) = S(183),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(183) = HO2(45) + C5H6O(136),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(145) = C5H7O(35),"SimpleRate(k=ArrheniusFunction(A=6139.0, b=2.034, E=14.789, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(30) = S(234),"SimpleRate(k=ArrheniusFunction(A=308407000.0, b=0.967, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(142) = S(234),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + HO2(45) = OO(219),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O3(28) = S(115),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(5) = S(115),"SimpleRate(k=ArrheniusFunction(A=3787080000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(114) = S(115),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(113) = S(115),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O3(18) = C5H8O3(64),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(3) = C5H8O3(64),"SimpleRate(k=ArrheniusFunction(A=3563810000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O3(49) = C5H8O3(64),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(116) = C5H7O(29),"SimpleRate(k=ArrheniusFunction(A=99000000000.0, b=0.06, E=24.355, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(38) = S(197),"SimpleRate(k=ArrheniusFunction(A=7264440.0, b=1.598, E=0.042, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(38) = S(196),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + HO(46) = OO(219),"SimpleRate(k=ArrheniusFunction(A=7850000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(17) = HO(46) + C5H6O2(50),"SimpleRate(k=ArrheniusFunction(A=4970000000.0, b=1.01, E=38.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(53) = HO(46) + C5H6O2(50),"SimpleRate(k=ArrheniusFunction(A=34423870.0, b=1.511, E=39.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(232) = HO(46) + C5H6O2(50),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(135) = C5H7O(161),"SimpleRate(k=ArrheniusFunction(A=100000000000.0, b=0.0, E=24.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(34) = C5H8O(274),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(34) = S(273),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=0.102, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(31) = C5H7O(152),"SimpleRate(k=ArrheniusFunction(A=1080000.0, b=1.99, E=25.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(152) = C5H7O(76),"SimpleRate(k=ArrheniusFunction(A=3320000000.0, b=0.99, E=33.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(152) = C5H7O(154),"SimpleRate(k=ArrheniusFunction(A=128600000.0, b=1.323, E=24.182, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(152) = C5H8O(156),"SimpleRate(k=ArrheniusFunction(A=9.28426e+23, b=-3.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(11) = C5H7O(37),"SimpleRate(k=ArrheniusFunction(A=1.08454e+19, b=-0.859, E=50.443, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(116) = C5H7O(37),"SimpleRate(k=ArrheniusFunction(A=65100000000.0, b=0.25, E=14.838, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(17) = C5H7O3(51),"SimpleRate(k=ArrheniusFunction(A=118000000000.0, b=0.51, E=26.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H6O(10) = C5H7O3(51),"SimpleRate(k=ArrheniusFunction(A=44.9939, b=3.11, E=7.233, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(51) = C5H7O3(53),"SimpleRate(k=ArrheniusFunction(A=7011613000.0, b=1.05, E=39.288, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(114) = C5H7O3(51),"SimpleRate(k=ArrheniusFunction(A=53821900000000.0, b=-0.337, E=41.005, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(51) = HO(46) + C5H6O2(50),"SimpleRate(k=ArrheniusFunction(A=6805174.0, b=1.804, E=28.039, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(19) = C5H7O(305),"SimpleRate(k=ArrheniusFunction(A=1127750000.0, b=0.806, E=11.221, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(135) = C5H8O(170),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(31) = S(155),"SimpleRate(k=ArrheniusFunction(A=0.690212, b=3.73, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(26) = S(280),"SimpleRate(k=ArrheniusFunction(A=3563810000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(282) = S(280),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(232) = S(280),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(229) = HO2(45) + C5H6O(25),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(26) = S(229),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(282) = S(229),"SimpleRate(k=ArrheniusFunction(A=0.03784917, b=3.26, E=6.425, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(232) = S(229),"SimpleRate(k=ArrheniusFunction(A=72586.5, b=1.93, E=22.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(229) = S(280),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(282) = HO(46) + S(323),"SimpleRate(k=ArrheniusFunction(A=204000000000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(113) = HO(46) + S(323),"SimpleRate(k=ArrheniusFunction(A=204000000000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(288) = C5H7O(96),"SimpleRate(k=ArrheniusFunction(A=92138290.0, b=1.684, E=5.155, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(288) = C5H7O(24),"SimpleRate(k=ArrheniusFunction(A=1233000000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(135) = C5H8O(169),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(161) = C5H8O(169),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(307) = C5H7O(19),"SimpleRate(k=ArrheniusFunction(A=111300.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(307) = C5H7O(141),"SimpleRate(k=ArrheniusFunction(A=190540000000.0, b=0.853, E=47.848, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(34) = S(272),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.114, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(29) = S(120),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(6) = C5H7O(103),"SimpleRate(k=ArrheniusFunction(A=1127750000.0, b=0.806, E=5.395, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(305) = C5H7O(695),"SimpleRate(k=ArrheniusFunction(A=3713167000.0, b=1.063, E=38.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(695) = C5H7O(103),"SimpleRate(k=ArrheniusFunction(A=105000000.0, b=1.192, E=32.616, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(44) = S(127),"SimpleRate(k=ArrheniusFunction(A=12044.42, b=1.9, E=11.75, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(44) = S(123),"SimpleRate(k=ArrheniusFunction(A=126000000000.0, b=0.16, E=18.148, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(291) = C5H7O(96),"SimpleRate(k=ArrheniusFunction(A=37100.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(291) = C5H7O(32),"SimpleRate(k=ArrheniusFunction(A=1242490000.0, b=0.717, E=0.072, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(30) = C5H7O(134),"SimpleRate(k=ArrheniusFunction(A=67600000000.0, b=0.19, E=34.576, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(134) = C5H7O(37),"SimpleRate(k=ArrheniusFunction(A=18000000000.0, b=0.51, E=40.292, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(134) = C5H7O(305),"SimpleRate(k=ArrheniusFunction(A=1254402.0, b=1.863, E=37.699, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(134) = C5H7O(695),"SimpleRate(k=ArrheniusFunction(A=88300000000.0, b=0.3, E=29.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(24) = C5H7O(297),"SimpleRate(k=ArrheniusFunction(A=12838.4, b=2.123, E=9.939, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(154) = C5H7O(297),"SimpleRate(k=ArrheniusFunction(A=4910500.0, b=1.4, E=16.146, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(154) = S(350),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(142) = S(367),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=8.473, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(76) = C5H7O(179),"SimpleRate(k=ArrheniusFunction(A=15940.8, b=2.28, E=19.257, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(807) = C5H7O(134),"SimpleRate(k=ArrheniusFunction(A=918363000000.0, b=0.209, E=40.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(807) = C5H7O(179),"SimpleRate(k=ArrheniusFunction(A=16708200.0, b=1.415, E=5.613, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(152) = C5H7O(674),"SimpleRate(k=ArrheniusFunction(A=94700000.0, b=0.85, E=1.226, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(149) = C5H7O(31),"SimpleRate(k=ArrheniusFunction(A=22760000000.0, b=1.103, E=4.911, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(149) = C5H7O(145),"SimpleRate(k=ArrheniusFunction(A=4000000000.0, b=1.39, E=8.577, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(149) = C5H7O(152),"SimpleRate(k=ArrheniusFunction(A=125500000000.0, b=1.005, E=3.143, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(478) = S(113),"SimpleRate(k=ArrheniusFunction(A=94700000.0, b=0.85, E=2.157, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(478) = S(183),"SimpleRate(k=ArrheniusFunction(A=0.005045394, b=3.83, E=20.05, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(372) = S(142),"SimpleRate(k=ArrheniusFunction(A=7546000000.0, b=0.732, E=6.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(372) = S(234),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(164) = C5H7O(135),"SimpleRate(k=ArrheniusFunction(A=20108.5, b=2.606, E=29.07, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(164) = C5H8O(170),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(31) = C5H7O(153),"SimpleRate(k=ArrheniusFunction(A=18460000000.0, b=0.74, E=34.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(153) = C5H7O(76),"SimpleRate(k=ArrheniusFunction(A=116900000000.0, b=0.707, E=27.741, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(154) = C5H7O(153),"SimpleRate(k=ArrheniusFunction(A=12971140.0, b=1.523, E=29.767, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(153) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=256000.0, b=2.0, E=28.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(136) = C5H7O(153),"SimpleRate(k=ArrheniusFunction(A=616500000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(153) = C5H8O(156),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(152) = C5H7O(153),"SimpleRate(k=ArrheniusFunction(A=26632890000.0, b=0.993, E=37.686, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(165) = C5H7O(135),"SimpleRate(k=ArrheniusFunction(A=774568200.0, b=1.384, E=38.067, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(165) = C5H8O(170),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(164) = C5H7O(165),"SimpleRate(k=ArrheniusFunction(A=8182798000.0, b=0.723, E=33.967, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(15) = C5H7O3(85),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(32) = S(314),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(20) = C5H7O(5),"SimpleRate(k=ArrheniusFunction(A=11.42, b=3.021, E=25.23, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(20) = C5H8O(60),"SimpleRate(k=ArrheniusFunction(A=31528600000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(20) = C5H7O(22),"SimpleRate(k=ArrheniusFunction(A=112400000.0, b=1.72, E=44.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(20) = C5H7O(23),"SimpleRate(k=ArrheniusFunction(A=76000000000.0, b=0.87, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(651) = C5H7O(161),"SimpleRate(k=ArrheniusFunction(A=6.95187e+18, b=-1.628, E=30.654, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(76) = C5H7O(171),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=16.88, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(38) = C5H7O(171),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=15.034, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(148) = S(381),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=17.057, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(135) = C5H7O(157),"SimpleRate(k=ArrheniusFunction(A=105000000.0, b=1.192, E=33.466, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(16) = C5H7O3(55),"SimpleRate(k=ArrheniusFunction(A=118000000000.0, b=0.51, E=26.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(531) = S(115),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(531) = C5H7O3(55),"SimpleRate(k=ArrheniusFunction(A=53821900000000.0, b=-0.337, E=31.021, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(531) = C5H7O3(28),"SimpleRate(k=ArrheniusFunction(A=44709880.0, b=1.476, E=41.852, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(113) = S(531),"SimpleRate(k=ArrheniusFunction(A=367000.0, b=2.24, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(531) = S(114),"SimpleRate(k=ArrheniusFunction(A=1930582000.0, b=1.069, E=41.04, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(28) = HO(46) + S(111),"SimpleRate(k=ArrheniusFunction(A=2.301204e-19, b=9.037, E=15.53, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(114) = HO(46) + S(111),"SimpleRate(k=ArrheniusFunction(A=367000.0, b=2.24, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(113) = HO(46) + S(111),"SimpleRate(k=ArrheniusFunction(A=367000.0, b=2.24, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + S(111) = S(531),"SimpleRate(k=ArrheniusFunction(A=21627480.0, b=2.04, E=30.23, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(313) = C5H7O(32),"SimpleRate(k=ArrheniusFunction(A=89237790.0, b=1.663, E=2.246, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(313) = C5H7O(22),"SimpleRate(k=ArrheniusFunction(A=470500000.0, b=1.57, E=1.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(313) = C5H7O(23),"SimpleRate(k=ArrheniusFunction(A=25219320.0, b=1.792, E=0.119, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(314) = HO2(45) + C5H6O(313),"SimpleRate(k=ArrheniusFunction(A=95817400000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(313) = C5H7O(20),"SimpleRate(k=ArrheniusFunction(A=1650000000.0, b=1.48, E=0.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + H(9) = H2(67),"SimpleRate(k=ArrheniusFunction(A=54500000000.0, b=0.0, E=1.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(196) = S(552),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=17.678, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(552) = S(123),"SimpleRate(k=ArrheniusFunction(A=65100000000.0, b=0.25, E=1.181, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(148) = S(380),"SimpleRate(k=ArrheniusFunction(A=239100000000.0, b=0.287, E=20.862, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(89) + C3H3O(298) = C5H7O(24),"SimpleRate(k=ArrheniusFunction(A=2226.087, b=2.533, E=5.301, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(89) + C3H3O(298) = C5H7O(19),"SimpleRate(k=ArrheniusFunction(A=1350.0, b=2.7, E=11.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
